,episode reward,episode,Method
0,-1.5,1,PPO
1,-1.5,2,PPO
2,-1.5,3,PPO
3,-1.5,4,PPO
4,-1.2777777777777777,5,PPO
5,-1.3181818181818181,6,PPO
6,-1.3181818181818181,7,PPO
7,-1.3181818181818181,8,PPO
8,-1.1818181818181819,9,PPO
9,-1.1818181818181819,10,PPO
10,-1.0454545454545454,11,PPO
11,0.0,12,PPO
12,0.3181818181818182,13,PPO
13,1.1818181818181819,14,PPO
14,1.5,15,PPO
15,3.4545454545454546,16,PPO
16,3.9545454545454546,17,PPO
17,4.818181818181818,18,PPO
18,5.863636363636363,19,PPO
19,6.590909090909091,20,PPO
20,6.7272727272727275,21,PPO
21,7.818181818181818,22,PPO
22,7.636363636363637,23,PPO
23,8.181818181818182,24,PPO
24,8.363636363636363,25,PPO
25,10.363636363636363,26,PPO
26,9.863636363636363,27,PPO
27,10.590909090909092,28,PPO
28,12.045454545454545,29,PPO
29,11.681818181818182,30,PPO
30,11.318181818181818,31,PPO
31,15.5,32,PPO
32,17.681818181818183,33,PPO
33,18.954545454545453,34,PPO
34,19.318181818181817,35,PPO
35,21.0,36,PPO
36,19.59090909090909,37,PPO
37,18.454545454545453,38,PPO
38,19.727272727272727,39,PPO
39,23.0,40,PPO
40,25.0,41,PPO
41,26.818181818181817,42,PPO
42,23.727272727272727,43,PPO
43,22.454545454545453,44,PPO
44,21.363636363636363,45,PPO
45,23.727272727272727,46,PPO
46,22.59090909090909,47,PPO
47,22.545454545454547,48,PPO
48,23.636363636363637,49,PPO
49,24.90909090909091,50,PPO
50,22.181818181818183,51,PPO
51,24.363636363636363,52,PPO
52,25.272727272727273,53,PPO
53,27.5,54,PPO
54,28.227272727272727,55,PPO
55,31.318181818181817,56,PPO
56,29.318181818181817,57,PPO
57,29.5,58,PPO
58,29.318181818181817,59,PPO
59,30.59090909090909,60,PPO
60,27.863636363636363,61,PPO
61,27.318181818181817,62,PPO
62,27.681818181818183,63,PPO
63,26.40909090909091,64,PPO
64,27.636363636363637,65,PPO
65,30.181818181818183,66,PPO
66,30.0,67,PPO
67,31.636363636363637,68,PPO
68,30.545454545454547,69,PPO
69,30.954545454545453,70,PPO
70,29.863636363636363,71,PPO
71,30.40909090909091,72,PPO
72,29.318181818181817,73,PPO
73,25.727272727272727,74,PPO
74,28.454545454545453,75,PPO
75,28.272727272727273,76,PPO
76,25.181818181818183,77,PPO
77,23.59090909090909,78,PPO
78,23.954545454545453,79,PPO
79,27.954545454545453,80,PPO
80,31.954545454545453,81,PPO
81,33.04545454545455,82,PPO
82,34.68181818181818,83,PPO
83,35.40909090909091,84,PPO
84,37.72727272727273,85,PPO
85,36.27272727272727,86,PPO
86,37.0,87,PPO
87,37.54545454545455,88,PPO
88,35.68181818181818,89,PPO
89,34.59090909090909,90,PPO
90,31.318181818181817,91,PPO
91,28.772727272727273,92,PPO
92,29.181818181818183,93,PPO
93,29.0,94,PPO
94,28.454545454545453,95,PPO
95,27.545454545454547,96,PPO
96,26.818181818181817,97,PPO
97,24.272727272727273,98,PPO
98,22.272727272727273,99,PPO
99,24.818181818181817,100,PPO
100,24.636363636363637,101,PPO
101,23.545454545454547,102,PPO
102,21.863636363636363,103,PPO
103,18.90909090909091,104,PPO
104,18.181818181818183,105,PPO
105,21.454545454545453,106,PPO
106,21.09090909090909,107,PPO
107,19.818181818181817,108,PPO
108,22.545454545454547,109,PPO
109,25.09090909090909,110,PPO
110,28.0,111,PPO
111,31.454545454545453,112,PPO
112,32.72727272727273,113,PPO
113,34.72727272727273,114,PPO
114,38.18181818181818,115,PPO
115,40.90909090909091,116,PPO
116,37.09090909090909,117,PPO
117,37.09090909090909,118,PPO
118,36.04545454545455,119,PPO
119,32.77272727272727,120,PPO
120,31.681818181818183,121,PPO
121,27.863636363636363,122,PPO
122,24.954545454545453,123,PPO
123,27.863636363636363,124,PPO
124,30.045454545454547,125,PPO
125,31.136363636363637,126,PPO
126,27.681818181818183,127,PPO
127,28.454545454545453,128,PPO
128,27.363636363636363,129,PPO
129,30.636363636363637,130,PPO
130,31.0,131,PPO
131,31.363636363636363,132,PPO
132,30.818181818181817,133,PPO
133,29.40909090909091,134,PPO
134,29.045454545454547,135,PPO
135,25.227272727272727,136,PPO
136,24.136363636363637,137,PPO
137,26.318181818181817,138,PPO
138,26.818181818181817,139,PPO
139,26.636363636363637,140,PPO
140,26.954545454545453,141,PPO
141,29.318181818181817,142,PPO
142,30.227272727272727,143,PPO
143,32.95454545454545,144,PPO
144,34.54545454545455,145,PPO
145,34.54545454545455,146,PPO
146,35.27272727272727,147,PPO
147,35.09090909090909,148,PPO
148,35.63636363636363,149,PPO
149,38.54545454545455,150,PPO
150,40.72727272727273,151,PPO
151,39.81818181818182,152,PPO
152,35.27272727272727,153,PPO
153,34.18181818181818,154,PPO
154,32.90909090909091,155,PPO
155,34.18181818181818,156,PPO
156,34.18181818181818,157,PPO
157,36.90909090909091,158,PPO
158,38.18181818181818,159,PPO
159,35.81818181818182,160,PPO
160,32.72727272727273,161,PPO
161,31.454545454545453,162,PPO
162,28.727272727272727,163,PPO
163,32.54545454545455,164,PPO
164,33.81818181818182,165,PPO
165,32.54545454545455,166,PPO
166,31.272727272727273,167,PPO
167,29.09090909090909,168,PPO
168,28.181818181818183,169,PPO
169,29.454545454545453,170,PPO
170,32.54545454545455,171,PPO
171,32.54545454545455,172,PPO
172,35.63636363636363,173,PPO
173,38.18181818181818,174,PPO
174,36.36363636363637,175,PPO
175,37.27272727272727,176,PPO
